orderid,custid,sellerid,odate,ototal,ordsatisfac,delsatisfac
29636,4591,8,2022-05-21,29547.70,5,
29637,4592,8,2022-05-21,19698.90,5,
29638,4593,6,2022-05-21,24995.00,5,
29639,4594,11,2022-05-21,18782.90,4,
29640,4595,6,2022-05-21,19069.00,5,
29641,4596,1,2022-05-21,19069.00,4,
29642,4597,1,2022-05-21,449.00,,
29643,4598,3,2022-05-21,28074.00,5,
29644,4599,14,2022-05-21,19718.70,3,
29645,4600,14,2022-05-21,18713.80,5,
29646,4601,15,2022-05-21,25009.85,5,
29647,4602,8,2022-05-21,27434.00,5,
29648,4603,6,2022-05-21,26689.00,5,
29649,4604,6,2022-05-21,18723.70,3,
29650,4605,3,2022-05-21,28008.00,5,
29651,4606,12,2022-05-21,29689.00,5,
29652,4607,3,2022-05-21,29718.70,5,
29653,4608,14,2022-05-21,27547.65,5,
29654,4609,7,2022-05-21,26564.00,5,
29655,4610,11,2022-05-21,27995.00,5,
29656,4611,8,2022-05-21,19768.00,2,
29657,4612,15,2022-05-21,28444.00,4,
29658,4613,6,2022-05-21,27013.00,5,
29659,4614,12,2022-05-21,20787.75,4,
29660,4615,15,2022-05-21,25093.80,5,
29661,4616,6,2022-05-21,19.80,,
29662,4617,8,2022-05-21,20315.80,2,
29663,4618,9,2022-05-21,29439.00,5,
29664,4619,6,2022-05-21,28103.70,5,
29665,4620,13,2022-05-21,24995.00,5,
29666,4621,14,2022-05-21,26861.85,5,
29667,4622,6,2022-05-21,28999.90,5,
29668,4623,1,2022-05-21,30222.00,5,
29669,4624,7,2022-05-22,27995.00,5,
29670,4625,1,2022-05-22,19004.85,4,
29671,4627,7,2022-05-22,95.00,,
29672,4628,6,2022-05-22,30083.80,2,
29673,4629,3,2022-05-22,18694.00,5,
29674,4630,12,2022-05-22,19985.00,3,
29675,4631,7,2022-05-22,27596.95,5,
29676,4632,6,2022-05-22,463.85,,
29677,4633,3,2022-05-22,20282.80,5,
29678,4634,7,2022-05-22,18153.00,3,
29679,4635,6,2022-05-22,18473.70,5,
29680,4636,13,2022-05-22,29004.85,5,
29681,4637,9,2022-05-22,25004.90,5,
29682,4638,8,2022-05-22,19453.85,4,
29683,4639,8,2022-05-22,26713.75,5,
29684,4640,7,2022-05-22,26088.80,5,
29685,4641,12,2022-05-22,25532.90,5,
29686,4642,7,2022-05-22,24995.00,5,
29687,4643,3,2022-05-22,103.75,,
29688,4644,8,2022-05-22,25990.00,5,
29689,4645,1,2022-05-22,26189.00,5,
29690,4646,1,2022-05-22,26069.00,5,
29691,4647,6,2022-05-22,19458.80,5,
29692,4648,9,2022-05-22,28004.90,5,
29693,4649,1,2022-05-22,28444.00,5,
29694,4650,8,2022-05-22,30142.95,5,
29695,4651,9,2022-05-22,18802.70,4,
29696,4652,8,2022-05-22,26689.00,5,
29697,4653,12,2022-05-22,25519.70,3,
29698,4654,12,2022-05-22,24995.00,4,
29699,4655,8,2022-05-22,9.90,,
29700,4656,7,2022-05-22,528.00,,
29701,4657,1,2022-05-22,20203.80,5,
29702,4658,3,2022-05-22,26458.80,3,
29703,4659,7,2022-05-22,25990.00,5,
29704,4660,9,2022-05-22,19.80,,
29705,4661,8,2022-05-22,18958.80,1,
29706,4662,7,2022-05-22,27995.00,5,
29707,4663,8,2022-05-22,25074.00,5,
29708,4664,15,2022-05-23,686.00,,
29709,4665,7,2022-05-23,18490.00,5,
29710,4666,7,2022-05-23,26088.80,5,
29711,4667,14,2022-05-23,20217.00,5,
29712,4668,15,2022-05-23,18074.00,5,
29713,4669,9,2022-05-23,17995.00,5,
29714,4670,3,2022-05-23,19657.85,5,
29715,4671,15,2022-05-23,25019.75,5,
29716,4672,15,2022-05-23,18990.00,5,
29717,4673,9,2022-05-23,17995.00,4,
29718,4674,3,2022-05-24,26518.00,5,
29719,4675,14,2022-05-24,18004.90,5,
29720,4676,3,2022-05-24,28958.80,5,
29721,4677,14,2022-05-24,18990.00,1,
29722,4678,11,2022-05-24,17995.00,5,
29723,4679,14,2022-05-24,19009.80,5,
29724,4680,3,2022-05-24,27152.85,5,
29725,4681,3,2022-05-24,28999.90,5,
29726,4682,3,2022-05-24,25773.00,5,
29727,4683,6,2022-05-25,18074.00,3,
29728,4684,6,2022-05-25,20190.80,5,
29729,4686,8,2022-05-25,26953.80,5,
29730,4687,6,2022-05-25,18773.00,5,
29731,4688,6,2022-05-25,25074.00,5,
29732,4689,11,2022-05-25,26157.85,5,
29733,4690,14,2022-05-25,18782.90,5,
29734,4691,8,2022-05-25,18990.00,3,
29735,4692,6,2022-05-25,24995.00,2,
29736,4693,6,2022-05-25,19768.00,4,
29737,4694,8,2022-05-25,19519.65,4,
29738,4695,8,2022-05-26,26514.70,5,
29739,4696,7,2022-05-26,28142.90,2,
29740,4697,11,2022-05-26,28468.75,2,
29741,4698,6,2022-05-26,27231.85,5,
29742,4699,11,2022-05-26,28024.70,5,
29743,4700,7,2022-05-26,20208.75,5,
29744,4701,6,2022-05-26,29.70,,
29745,4704,8,2022-05-26,26083.85,5,
29746,4705,8,2022-05-26,26148.00,5,
29747,4707,3,2022-05-27,19448.90,5,
29748,4708,11,2022-05-27,29.70,,
29749,4709,6,2022-05-27,18074.00,3,
29750,4710,8,2022-05-27,25708.85,5,
29751,4711,8,2022-05-27,26014.75,5,
29752,4712,8,2022-05-27,18990.00,5,
29753,4713,11,2022-05-27,18931.00,5,
29754,4714,7,2022-05-27,19689.00,3,
29755,4716,3,2022-05-27,21198.80,5,
29756,4717,13,2022-05-27,17995.00,5,
29757,4718,7,2022-05-27,26564.00,5,
29758,4719,3,2022-05-27,26722.00,5,
29759,4720,7,2022-05-27,19069.00,3,
29760,4721,14,2022-05-28,19914.70,3,
29761,4723,13,2022-05-28,14.85,,
29762,4724,7,2022-05-28,27013.00,3,
29763,4725,13,2022-05-28,27893.00,5,
29764,4726,13,2022-05-28,26698.85,5,
29765,4727,3,2022-05-28,25698.90,5,
29766,4728,8,2022-05-28,24764.75,5,
29767,4729,7,2022-05-28,24782.90,4,
29768,4730,8,2022-05-28,26235.00,3,
29769,4731,9,2022-05-28,28213.75,5,
29770,4732,3,2022-05-28,19589.00,1,
29771,4733,8,2022-05-28,28787.75,5,
29772,4734,7,2022-05-28,17974.00,4,
29773,4735,7,2022-05-28,25759.75,5,
29774,4736,3,2022-05-28,26047.70,5,
29775,4737,11,2022-05-28,18594.00,4,
29776,4738,6,2022-05-28,26018.00,5,
29777,4739,11,2022-05-28,19067.75,2,
29778,4740,14,2022-05-28,18988.80,3,
29779,4741,6,2022-05-28,34.65,,
29780,4743,14,2022-05-28,25735.00,4,
29781,4744,9,2022-05-28,18890.00,2,
29782,4745,7,2022-05-28,27198.80,5,
29783,4746,6,2022-05-28,17904.90,3,
29784,4747,1,2022-05-28,34.65,,
29785,4748,15,2022-05-28,28439.00,4,
29786,4749,11,2022-05-28,19089.00,3,
29787,4751,7,2022-05-28,28948.85,5,
29788,4752,14,2022-05-28,24759.80,2,
29789,4753,6,2022-05-28,27996.75,4,
29790,4754,15,2022-05-28,25319.00,5,
29791,4755,13,2022-05-28,27287.85,3,
29792,4756,12,2022-05-28,26883.00,5,
29793,4757,6,2022-05-28,25768.00,3,
29794,4758,6,2022-05-28,26883.00,5,
29795,4759,11,2022-05-28,28189.00,5,
29796,4760,3,2022-05-29,26883.00,5,
29797,4761,12,2022-05-29,28235.00,5,
29798,4763,6,2022-05-29,25689.00,5,
29799,4764,7,2022-05-29,26833.75,5,
29800,4765,13,2022-05-29,19141.80,5,
29801,4766,3,2022-05-29,26272.90,5,
29802,4767,12,2022-05-29,27963.75,5,
29803,4768,8,2022-05-29,28189.00,5,
29804,4769,15,2022-05-29,19043.00,3,
29805,4770,1,2022-05-29,18890.00,2,
29806,4771,7,2022-05-29,19168.00,4,
29807,4772,15,2022-05-29,24802.70,4,
29808,4773,3,2022-05-29,25496.80,5,
29809,4774,13,2022-05-29,27383.00,1,
29810,4775,7,2022-05-29,4.95,,
29811,4776,7,2022-05-29,29407.75,5,
29812,4777,8,2022-05-29,27183.95,5,
29813,4778,15,2022-05-29,25477.00,5,
29814,4779,1,2022-05-29,25735.00,5,
29815,4780,1,2022-05-29,19904.80,5,
29816,4781,13,2022-05-29,103.75,,
29817,4782,9,2022-05-29,9.90,,
29818,4783,3,2022-05-29,20126.90,5,
29819,4784,3,2022-05-29,19.80,,
29820,4785,7,2022-05-29,18423.00,5,
29821,4786,7,2022-05-29,18890.00,4,
29822,4787,6,2022-05-29,25963.75,5,
29823,4788,1,2022-05-29,27468.75,5,
29824,4789,6,2022-05-29,24245.00,4,
29825,4790,15,2022-05-29,17895.00,5,
29826,4791,15,2022-05-29,24245.00,5,
29827,4793,7,2022-05-29,24343.80,1,
29828,4794,3,2022-05-29,19098.90,4,
29829,4795,6,2022-05-29,28744.90,1,
29830,4796,7,2022-05-29,25240.00,3,
29831,4798,8,2022-05-29,19885.00,5,
29832,4801,13,2022-05-29,24324.00,4,
29833,4802,3,2022-05-29,34.65,,
29834,4803,15,2022-05-29,25458.80,5,
29835,4804,3,2022-05-29,27258.00,5,
29836,4805,7,2022-05-29,93.85,,
29837,4806,12,2022-05-29,25689.00,5,
29838,4807,15,2022-05-29,25939.00,5,
29839,4808,1,2022-05-29,26434.00,5,
29840,4809,12,2022-05-29,20334.00,4,
29841,4810,13,2022-05-29,19885.00,4,
29842,4811,15,2022-05-30,17899.95,2,
29843,4812,14,2022-05-30,24773.00,3,
29844,4813,9,2022-05-30,20057.85,5,
29845,4814,15,2022-05-30,17895.00,2,
29846,4815,15,2022-05-30,17895.00,5,
29847,4816,12,2022-05-30,28314.00,1,
29848,4817,12,2022-05-30,25689.00,4,
29849,4818,7,2022-05-30,29013.00,5,
29850,4819,12,2022-05-30,24324.00,2,
29851,4820,14,2022-05-30,24338.85,2,
29852,4821,3,2022-05-30,26263.00,1,
29853,4822,12,2022-05-30,98.80,,
29854,4823,9,2022-05-30,4.95,,
29855,4824,12,2022-05-30,20459.00,3,
29856,4825,7,2022-05-30,19904.80,4,
29857,4826,14,2022-05-30,95.00,,
29858,4827,15,2022-05-30,26843.80,5,
29859,4828,7,2022-05-30,20334.00,5,
29860,4829,15,2022-05-30,27740.00,2,
29861,4830,14,2022-05-30,18390.00,4,
29862,4831,7,2022-05-30,25689.00,5,
29863,4832,14,2022-05-30,20413.00,1,
29864,4833,3,2022-05-30,28735.00,5,
29865,4834,3,2022-05-30,25477.00,3,
29866,4835,3,2022-05-30,18839.00,4,
29867,4836,3,2022-05-30,24274.70,5,
29868,4837,3,2022-05-30,28759.75,5,
29869,4838,15,2022-05-30,98.80,,
29870,4839,11,2022-05-31,18694.00,5,
29871,4840,3,2022-05-31,26489.95,5,
29872,4841,14,2022-05-31,19098.70,5,
29873,4842,3,2022-05-31,25444.00,3,
29874,4844,3,2022-05-31,27458.75,5,
29875,4845,11,2022-05-31,19019.70,3,
29876,4847,3,2022-05-31,29172.70,5,
29877,4848,14,2022-05-31,20236.85,2,
29878,4849,11,2022-05-31,25694.00,5,
29879,4850,3,2022-05-31,26643.00,5,
29880,4851,6,2022-06-01,18019.75,5,
29881,4852,11,2022-06-01,19143.00,5,
29882,4853,11,2022-06-01,198.75,,
29883,4854,11,2022-06-01,18990.00,1,
29884,4855,8,2022-06-01,28588.80,5,
29885,4856,8,2022-06-01,26009.80,5,
29886,4857,11,2022-06-01,24995.00,3,
29887,4858,11,2022-06-01,14.85,,
29888,4859,8,2022-06-01,29700.75,5,
29889,4860,6,2022-06-01,24995.00,5,
29890,4862,11,2022-06-02,25014.80,3,
29891,4863,1,2022-06-02,25172.80,1,
29892,4864,6,2022-06-02,20929.00,5,
29893,4866,1,2022-06-02,79.00,,
29894,4867,8,2022-06-02,19698.90,5,
29895,4868,11,2022-06-03,24995.00,5,
29896,4869,8,2022-06-03,28994.95,5,
29897,4870,3,2022-06-03,29.70,,
29898,4871,9,2022-06-03,30217.00,5,
29899,4872,9,2022-06-03,18523.00,5,
29900,4873,7,2022-06-03,19564.00,5,
29901,4874,8,2022-06-03,17995.00,5,
29902,4875,12,2022-06-04,18999.90,5,
29903,4876,1,2022-06-04,18648.00,3,
29904,4878,6,2022-06-04,27527.85,5,
29905,4879,3,2022-06-04,26292.75,5,
29906,4881,8,2022-06-04,31133.00,5,
29907,4883,13,2022-06-04,18708.85,5,
29908,4884,6,2022-06-04,20763.00,3,
29909,4885,14,2022-06-04,19542.75,5,
29910,4886,15,2022-06-04,18990.00,1,
29911,4887,8,2022-06-04,19088.80,5,
29912,4888,9,2022-06-04,28999.90,5,
29913,4889,11,2022-06-04,27995.00,5,
29914,4890,15,2022-06-04,26004.85,5,
29915,4891,13,2022-06-04,18172.80,5,
29916,4892,14,2022-06-04,20662.70,1,
29917,4895,14,2022-06-04,26098.70,2,
29918,4896,9,2022-06-04,25773.00,5,
29919,4897,14,2022-06-04,19009.80,5,
29920,4898,3,2022-06-04,19485.00,5,
29921,4899,12,2022-06-04,88.90,,
29922,4900,6,2022-06-04,24995.00,5,
29923,4901,15,2022-06-04,17995.00,3,
29924,4902,11,2022-06-04,18694.00,4,
29925,4903,14,2022-06-04,26542.75,5,
29926,4904,7,2022-06-04,26564.00,5,
29927,4905,7,2022-06-04,19689.00,4,
29928,4906,3,2022-06-04,26004.85,4,
29929,4907,15,2022-06-04,17995.00,5,
29930,4908,8,2022-06-04,20282.80,5,
29931,4909,1,2022-06-04,25463.80,5,
29932,4910,9,2022-06-04,17995.00,5,
29933,4911,1,2022-06-04,79.00,,
29934,4912,15,2022-06-04,17995.00,5,
29935,4913,7,2022-06-04,29.70,,
29936,4914,1,2022-06-04,79.00,,
29937,4915,15,2022-06-04,18602.00,5,
29938,4917,6,2022-06-05,26014.75,5,
29939,4918,3,2022-06-05,14.85,,
29940,4919,15,2022-06-05,24995.00,4,
29941,4920,7,2022-06-05,20083.80,5,
29942,4922,6,2022-06-05,18990.00,5,
29943,4924,7,2022-06-05,25990.00,5,
29944,4925,9,2022-06-05,18444.00,5,
29945,4926,13,2022-06-05,25718.75,5,
29946,4927,13,2022-06-05,18024.70,5,
29947,4928,13,2022-06-05,29718.70,4,
29948,4929,6,2022-06-05,27458.75,5,
29949,4930,8,2022-06-05,449.00,,
29950,4931,13,2022-06-05,25024.70,5,
29951,4932,3,2022-06-05,27578.80,4,
29952,4933,8,2022-06-05,26069.00,5,
29953,4934,7,2022-06-05,25009.85,5,
29954,4935,12,2022-06-05,25694.00,5,
29955,4936,7,2022-06-06,27480.00,5,
29956,4937,15,2022-06-06,552.75,,
29957,4938,12,2022-06-06,18514.75,4,
29958,4939,7,2022-06-06,26717.00,5,
29959,4940,14,2022-06-06,20064.00,3,
29960,4941,14,2022-06-06,26004.85,5,
29961,4942,15,2022-06-06,24995.00,2,
29962,4943,15,2022-06-06,18694.00,2,
29963,4944,3,2022-06-07,19504.80,5,
29964,4945,14,2022-06-07,18468.75,4,
29965,4946,11,2022-06-07,18009.85,5,
29966,4947,14,2022-06-07,26019.70,5,
29967,4948,14,2022-06-07,25990.00,1,
29968,4949,3,2022-06-07,30458.75,5,
29969,4950,11,2022-06-07,18473.70,5,
29970,4951,14,2022-06-07,20453.80,5,
29971,4952,11,2022-06-08,25694.00,5,
29972,4953,11,2022-06-08,79.00,,
29973,4955,6,2022-06-08,14.85,,
29974,4956,8,2022-06-08,27027.85,5,
29975,4958,11,2022-06-09,27995.00,1,
29976,4959,8,2022-06-09,29103.65,5,
29977,4960,8,2022-06-09,28713.80,5,
29978,4961,8,2022-06-09,19073.95,3,
29979,4962,1,2022-06-09,26069.00,3,
29980,4963,7,2022-06-09,25569.00,5,
29981,4964,11,2022-06-09,18728.65,5,
29982,4965,7,2022-06-09,29222.00,5,
29983,4966,7,2022-06-09,18074.00,5,
29984,4967,8,2022-06-09,18098.75,5,
29985,4968,8,2022-06-09,21221.90,5,
29986,4970,8,2022-06-09,19458.80,5,
29987,4971,1,2022-06-09,20014.70,5,
29988,4972,3,2022-06-10,29439.00,5,
29989,4973,8,2022-06-10,29564.00,5,
29990,4974,13,2022-06-10,28153.00,4,
29991,4975,13,2022-06-10,29069.00,5,
29992,4976,8,2022-06-10,20718.65,2,
29993,4978,1,2022-06-10,25532.90,5,
29994,4979,6,2022-06-10,29463.75,5,
29995,4980,11,2022-06-10,18246.85,5,
29996,4981,7,2022-06-10,18523.00,5,
29997,4982,13,2022-06-10,26703.85,2,
29998,4983,14,2022-06-10,19473.65,4,
29999,4984,3,2022-06-10,27083.80,5,
30000,4985,14,2022-06-10,26069.00,5,
30001,4986,7,2022-06-10,19643.00,5,
30002,4987,6,2022-06-10,26985.00,4,
30003,4988,9,2022-06-10,24.75,,
30004,4989,13,2022-06-10,29167.75,5,
30005,4990,13,2022-06-10,19302.65,1,
30006,4991,6,2022-06-10,19689.00,4,
30007,4992,6,2022-06-10,25074.00,5,
30008,4993,7,2022-06-10,26268.00,2,
30009,4994,1,2022-06-10,30463.70,5,
30010,4995,14,2022-06-10,27009.75,5,
30011,4996,9,2022-06-10,29439.00,5,
30012,4997,13,2022-06-10,18014.80,5,
30013,4998,6,2022-06-11,19069.00,5,
30014,4999,13,2022-06-11,18990.00,4,
30015,5000,11,2022-06-11,18990.00,3,
30016,5001,6,2022-06-11,20680.90,1,
30017,5002,7,2022-06-11,573.70,,
30018,5003,8,2022-06-11,18490.00,5,
30019,5004,6,2022-06-11,19768.00,5,
30020,5005,13,2022-06-11,29708.80,5,
30021,5006,6,2022-06-11,17995.00,5,
30022,5007,11,2022-06-11,172.85,,
30023,5008,7,2022-06-11,449.00,,
30024,5009,7,2022-06-11,27448.85,5,
30025,5011,15,2022-06-11,18153.00,5,
30026,5012,3,2022-06-11,26638.00,5,
30027,5013,1,2022-06-11,458.90,,
30028,5014,15,2022-06-11,27068.95,2,
30029,5016,9,2022-06-11,29093.75,5,
30030,5017,15,2022-06-11,29088.80,5,
30031,5018,14,2022-06-11,26227.00,5,
30032,5019,14,2022-06-11,83.95,,
30033,5020,14,2022-06-11,27064.00,5,
30034,5021,11,2022-06-11,28014.80,5,
30035,5022,14,2022-06-11,39.60,,
30036,5023,15,2022-06-11,18694.00,5,
30037,5025,3,2022-06-12,30013.00,3,
30038,5026,9,2022-06-12,528.00,,
30039,5029,9,2022-06-12,29162.85,4,
30040,5030,15,2022-06-12,18232.00,5,
30041,5031,6,2022-06-12,30532.80,5,
30042,5032,8,2022-06-12,19116.80,2,
30043,5033,8,2022-06-12,17995.00,2,
30044,5034,1,2022-06-12,83.95,,
30045,5035,6,2022-06-12,26093.75,5,
30046,5036,3,2022-06-12,26547.70,5,
30047,5037,13,2022-06-12,20138.00,5,
30048,5038,12,2022-06-12,26568.95,5,
30049,5039,7,2022-06-12,18990.00,4,
30050,5040,6,2022-06-12,18444.00,2,
30051,5041,12,2022-06-12,28940.90,5,
30052,5042,7,2022-06-12,19547.70,5,
30053,5043,12,2022-06-12,4.95,,
30054,5044,15,2022-06-12,18009.85,5,
30055,5045,6,2022-06-12,18448.95,5,
30056,5046,7,2022-06-13,93.85,,
30057,5047,14,2022-06-13,19713.75,3,
30058,5049,7,2022-06-13,34.65,,
30059,5050,15,2022-06-13,29439.00,5,
30060,5051,14,2022-06-13,17995.00,5,
30061,5052,7,2022-06-13,26485.00,5,
30062,5053,14,2022-06-13,18616.85,5,
30063,5054,7,2022-06-13,26564.00,5,
30064,5055,3,2022-06-13,20963.65,2,
30065,5056,11,2022-06-14,18009.85,5,
30066,5057,11,2022-06-14,18881.70,2,
30067,5058,11,2022-06-14,28014.80,5,
30068,5059,14,2022-06-14,30671.00,4,
30069,5060,3,2022-06-14,29078.90,3,
30070,5061,14,2022-06-14,25990.00,1,
30071,5062,11,2022-06-14,25994.95,5,
30072,5063,11,2022-06-14,20019.65,5,
30073,5064,11,2022-06-14,29689.00,3,
30074,5065,14,2022-06-14,26014.75,4,
30075,5066,3,2022-06-14,24.75,,
30076,5067,11,2022-06-14,28444.00,4,
30077,5068,11,2022-06-14,544.00,,
30078,5069,14,2022-06-14,19458.80,2,
30079,5070,6,2022-06-15,26019.70,2,
30080,5071,8,2022-06-15,29485.00,5,
30081,5072,14,2022-06-15,79.00,,
30082,5073,14,2022-06-15,17995.00,5,
30083,5074,6,2022-06-15,28444.00,4,
30084,5075,8,2022-06-15,19468.70,5,
30085,5076,6,2022-06-15,27013.00,5,
30086,5077,8,2022-06-15,28024.70,5,
30087,5078,11,2022-06-15,18694.00,5,
30088,5079,11,2022-06-15,28990.00,3,
30089,5080,8,2022-06-16,25598.70,5,
30090,5081,8,2022-06-16,29985.00,5,
30091,5082,1,2022-06-16,19689.00,4,
30092,5083,1,2022-06-16,26787.80,5,
30093,5084,9,2022-06-16,18694.00,5,
30094,5085,7,2022-06-16,26069.00,3,
30095,5086,7,2022-06-16,28490.00,5,
30096,5087,6,2022-06-16,88.90,,
30097,5089,1,2022-06-16,25019.75,5,
30098,5090,11,2022-06-16,28478.65,5,
30099,5091,8,2022-06-16,25074.00,5,
30100,5092,14,2022-06-17,26985.00,5,
30101,5093,3,2022-06-17,27263.00,5,
30102,5094,8,2022-06-17,25727.00,5,
30103,5095,6,2022-06-17,25074.00,5,
30104,5096,8,2022-06-17,25458.85,5,
30105,5097,13,2022-06-17,19439.00,5,
30106,5098,14,2022-06-17,29514.70,5,
30107,5099,1,2022-06-17,28490.00,4,
30108,5100,13,2022-06-17,28019.75,5,
30109,5101,6,2022-06-17,18802.70,5,
30110,5102,8,2022-06-17,26453.85,5,
30111,5103,6,2022-06-17,25523.00,2,
30112,5104,7,2022-06-17,18098.75,5,
30113,5105,7,2022-06-17,26439.00,5,
30114,5106,13,2022-06-17,18014.80,4,
30115,5107,9,2022-06-17,528.00,,
30116,5108,1,2022-06-17,26485.00,5,
30117,5109,14,2022-06-17,27157.85,4,
30118,5110,7,2022-06-17,17995.00,1,
30119,5112,8,2022-06-18,26578.85,5,
30120,5114,14,2022-06-18,25773.00,4,
30121,5115,3,2022-06-18,25473.70,5,
30122,5116,7,2022-06-18,18990.00,5,
30123,5117,8,2022-06-18,20184.00,5,
30124,5118,8,2022-06-18,19741.80,5,
30125,5119,1,2022-06-18,19934.00,5,
30126,5120,14,2022-06-18,27684.00,5,
30127,5121,3,2022-06-18,17995.00,5,
30128,5122,6,2022-06-18,19768.00,4,
30129,5123,8,2022-06-18,26713.75,5,
30130,5124,3,2022-06-18,30162.75,5,
30131,5125,7,2022-06-18,26069.00,5,
30132,5126,6,2022-06-18,17995.00,5,
30133,5127,13,2022-06-19,28019.75,3,
30134,5128,9,2022-06-19,18444.00,5,
30135,5129,6,2022-06-19,18074.00,5,
30136,5130,3,2022-06-19,26504.80,5,
30137,5131,7,2022-06-19,18552.70,5,
30138,5132,6,2022-06-19,29518.00,5,
30139,5133,7,2022-06-19,20480.00,5,
30140,5134,15,2022-06-19,28444.00,5,
30141,5135,7,2022-06-19,18093.80,4,
30142,5136,13,2022-06-19,26157.85,4,
30143,5137,7,2022-06-19,19578.85,5,
30144,5138,7,2022-06-19,18162.90,3,
30145,5139,9,2022-06-19,27152.85,5,
30146,5140,12,2022-06-19,18074.00,3,
30147,5141,15,2022-06-19,18074.00,1,
30148,5142,13,2022-06-19,25153.00,5,
30149,5143,12,2022-06-19,28792.80,2,
30150,5144,1,2022-06-19,19203.85,5,
30151,5145,7,2022-06-19,26934.00,5,
30152,5146,6,2022-06-19,29689.00,1,
30153,5147,3,2022-06-19,449.00,,
30154,5148,8,2022-06-19,19.80,,
30155,5149,1,2022-06-19,17995.00,5,
30156,5150,1,2022-06-19,25088.85,5,
30157,5151,6,2022-06-19,25773.00,5,
30158,5152,7,2022-06-19,26518.00,5,
30159,5153,7,2022-06-19,20690.80,5,
30160,5154,8,2022-06-19,453.95,,
30161,5155,6,2022-06-19,17995.00,5,
30162,5156,8,2022-06-19,24995.00,5,
30163,5158,3,2022-06-19,25514.75,5,
30164,5160,8,2022-06-19,14.85,,
30165,5161,6,2022-06-19,24995.00,3,
30166,5162,3,2022-06-19,27013.00,5,
30167,5163,6,2022-06-19,19718.70,1,
30168,5164,15,2022-06-19,18093.80,5,
30169,5165,7,2022-06-20,449.00,,
30170,5166,3,2022-06-20,30499.80,5,
30171,5167,7,2022-06-20,19485.00,3,
30172,5168,3,2022-06-20,25990.00,5,
30173,5169,15,2022-06-20,29689.00,4,
30174,5170,7,2022-06-20,27143.00,5,
30175,5171,7,2022-06-20,26473.65,5,
30176,5172,15,2022-06-20,28074.00,5,
30177,5173,9,2022-06-20,18523.00,5,
30178,5174,7,2022-06-20,19143.00,5,
30179,5175,3,2022-06-21,19718.70,3,
30180,5176,14,2022-06-21,27064.00,5,
30181,5177,3,2022-06-21,28690.90,4,
30182,5178,11,2022-06-21,19792.75,5,
30183,5179,3,2022-06-21,18093.80,1,
30184,5183,8,2022-06-22,19708.80,5,
30185,5184,14,2022-06-22,9.90,,
30186,5185,14,2022-06-22,19098.70,2,
30187,5186,11,2022-06-22,9.90,,
30188,5187,8,2022-06-22,19985.00,5,
30189,5188,11,2022-06-22,19157.85,5,
30190,5189,11,2022-06-22,18990.00,5,
30191,5190,8,2022-06-22,26994.90,5,
30192,5191,8,2022-06-22,20013.00,5,
30193,5192,7,2022-06-23,483.65,,
30194,5193,6,2022-06-23,26597.00,5,
30195,5194,1,2022-06-23,29485.00,5,
30196,5195,9,2022-06-23,30152.85,1,
30197,5196,7,2022-06-23,18083.90,5,
30198,5197,11,2022-06-23,18990.00,5,
30199,5198,1,2022-06-23,27014.70,5,
30200,5199,6,2022-06-23,18718.75,5,
30201,5200,13,2022-06-24,25444.00,5,
30202,5201,9,2022-06-24,26689.00,5,
30203,5202,3,2022-06-24,27143.00,5,
30204,5204,7,2022-06-24,18444.00,5,
30205,5205,13,2022-06-24,25871.80,4,
30206,5206,9,2022-06-24,18444.00,5,
30207,5207,1,2022-06-24,18074.00,5,
30208,5208,11,2022-06-24,449.00,,
30209,5209,7,2022-06-24,25578.90,4,
30210,5210,6,2022-06-24,19689.00,5,
30211,5211,6,2022-06-24,17995.00,2,
30212,5212,11,2022-06-24,30138.00,5,
30213,5213,11,2022-06-24,19453.85,5,
30214,5214,3,2022-06-24,25698.95,5,
30215,5215,14,2022-06-24,19093.75,3,
30216,5216,3,2022-06-24,20231.85,5,
30217,5218,6,2022-06-24,29985.00,5,
30218,5219,8,2022-06-24,25990.00,5,
30219,5220,7,2022-06-24,26768.00,5,
30220,5221,6,2022-06-24,18074.00,4,
30221,5222,6,2022-06-25,26439.00,5,
30222,5223,14,2022-06-25,19301.00,3,
30223,5225,8,2022-06-25,28463.80,4,
30224,5226,6,2022-06-25,27222.00,5,
30225,5228,1,2022-06-25,29347.00,5,
30226,5229,3,2022-06-25,27633.00,5,
30227,5230,1,2022-06-25,30933.95,5,
30228,5231,15,2022-06-25,27995.00,5,
30229,5232,7,2022-06-25,24.75,,
30230,5233,14,2022-06-25,18444.00,5,
30231,5234,12,2022-06-25,19037.80,5,
30232,5235,14,2022-06-25,26009.80,4,
30233,5236,15,2022-06-25,27995.00,5,
30234,5237,12,2022-06-25,26787.80,5,
30235,5238,11,2022-06-25,25523.00,5,
30236,5239,9,2022-06-25,29439.00,5,
30237,5240,9,2022-06-25,18093.80,5,
30238,5241,7,2022-06-26,28463.80,5,
30239,5242,15,2022-06-26,17995.00,5,
30240,5243,12,2022-06-26,29.70,,
30241,5244,3,2022-06-26,18509.80,5,
30242,5245,8,2022-06-26,27231.85,5,
30243,5246,1,2022-06-26,25074.00,5,
30244,5247,1,2022-06-26,19172.75,5,
30245,5248,6,2022-06-26,24995.00,5,
30246,5249,12,2022-06-26,25490.00,5,
30247,5250,3,2022-06-26,29439.00,4,
