olid,orderid,productid,qty,lineprice,linetotal,builtdate,promisedate,deldate
45190,29456,11,1,17995.00,17995.00,2022-08-28,2022-09-03,
45191,29456,15,1,995.00,995.00,,2022-09-03,
45192,29457,13,4,4.95,19.80,,,2022-05-06
45193,29458,11,1,17995.00,17995.00,2022-08-27,2022-09-03,
45194,29458,14,1,449.00,449.00,,2022-09-03,
45195,29458,13,3,4.95,14.85,,2022-09-03,
45196,29459,11,1,17995.00,17995.00,,2022-09-03,
45197,29459,13,7,4.95,34.65,,2022-09-03,
45198,29460,18,1,24995.00,24995.00,2022-08-26,2022-09-03,
45199,29460,14,1,449.00,449.00,,2022-09-03,
45200,29460,13,2,4.95,9.90,,2022-09-03,
45201,29461,11,1,17995.00,17995.00,2022-08-29,2022-09-03,
45202,29461,16,3,79.00,237.00,,2022-09-03,
45203,29462,18,1,24995.00,24995.00,,2022-09-04,
45204,29462,14,1,449.00,449.00,,2022-09-04,
45205,29462,15,1,995.00,995.00,,2022-09-04,
45206,29462,17,1,495.00,495.00,,2022-09-04,
45207,29463,18,1,24995.00,24995.00,2022-08-29,2022-09-04,
45208,29463,10,1,995.00,995.00,,2022-09-04,
45209,29463,16,1,79.00,79.00,,2022-09-04,
45210,29463,14,1,449.00,449.00,,2022-09-04,
45211,29463,15,1,995.00,995.00,,2022-09-04,
45212,29463,17,1,495.00,495.00,,2022-09-04,
45213,29464,19,1,27995.00,27995.00,,2022-09-04,
45214,29464,12,1,699.00,699.00,2022-09-04,
45215,29464,15,1,995.00,995.00,,2022-09-04,
45216,29465,11,1,17995.00,17995.00,,2022-09-04,
45217,29465,16,2,79.00,158.00,,2022-09-04,
45218,29465,14,1,449.00,449.00,,2022-09-04,
45219,29466,11,1,17995.00,17995.00,,2022-09-04,
45220,29466,10,1,995.00,995.00,,2022-09-04,
45221,29467,18,1,24995.00,24995.00,2022-08-25,2022-09-04,
45222,29467,10,1,995.00,995.00,,2022-09-04,
45223,29467,13,3,4.95,14.85,,2022-09-04,
45224,29468,19,1,27995.00,27995.00,,2022-09-04,
45225,29468,14,1,449.00,449.00,,2022-09-04,
45226,29468,15,1,995.00,995.00,,2022-09-04,
45227,29469,18,1,24995.00,24995.00,2022-08-24,2022-09-04,2022-08-27
45228,29469,10,1,995.00,995.00,,2022-09-04,2022-08-27
45229,29469,15,1,995.00,995.00,,2022-09-04,2022-08-27
45230,29469,17,1,495.00,495.00,,2022-09-04,2022-08-27
45231,29469,13,3,4.95,14.85,,2022-09-04,2022-08-27
45232,29470,11,1,17995.00,17995.00,,2022-09-04,
45233,29470,12,1,699.00,699.00,2022-09-04,
45234,29470,15,1,995.00,995.00,,2022-09-04,
45235,29470,13,4,4.95,19.80,,2022-09-04,
45236,29471,13,5,4.95,24.75,,,2022-05-07
45237,29472,19,1,27995.00,27995.00,,2022-09-04,
45238,29472,12,1,699.00,699.00,2022-09-04,
45239,29473,11,1,17995.00,17995.00,2022-08-28,2022-09-04,
45240,29473,10,1,995.00,995.00,,2022-09-04,
45241,29473,12,1,699.00,699.00,2022-09-04,
45242,29473,15,1,995.00,995.00,,2022-09-04,
45243,29473,13,3,4.95,14.85,,2022-09-04,
45244,29474,19,1,27995.00,27995.00,,2022-09-04,
45245,29474,13,2,4.95,9.90,,2022-09-04,
45246,29475,19,1,27995.00,27995.00,,2022-09-04,
45247,29475,16,1,79.00,79.00,,2022-09-04,
45248,29475,14,1,449.00,449.00,,2022-09-04,
45249,29475,17,1,495.00,495.00,,2022-09-04,
45250,29476,11,1,17995.00,17995.00,,2022-09-04,
45251,29476,10,1,995.00,995.00,,2022-09-04,
45252,29476,15,1,995.00,995.00,,2022-09-04,
45253,29476,13,7,4.95,34.65,,2022-09-04,
45254,29477,13,5,4.95,24.75,,,2022-05-07
45255,29478,11,1,17995.00,17995.00,,2022-09-04,
45256,29478,16,1,79.00,79.00,,2022-09-04,
45257,29479,11,1,17995.00,17995.00,,2022-09-04,
45258,29479,14,1,449.00,449.00,,2022-09-04,
45259,29480,11,1,17995.00,17995.00,2022-08-27,2022-09-04,
45260,29480,13,4,4.95,19.80,2022-08-27,2022-09-04,
45261,29481,11,1,17995.00,17995.00,,2022-09-04,
45262,29481,10,1,995.00,995.00,,2022-09-04,
45263,29481,16,1,79.00,79.00,,2022-09-04,
45264,29482,11,1,17995.00,17995.00,2022-08-26,2022-09-04,
45265,29482,10,1,995.00,995.00,,2022-09-04,
45266,29482,14,1,449.00,449.00,,2022-09-04,
45267,29483,19,1,27995.00,27995.00,,2022-09-04,
45268,29483,14,1,449.00,449.00,,2022-09-04,
45269,29483,15,1,995.00,995.00,,2022-09-04,
45270,29483,13,4,4.95,19.80,,2022-09-04,
45271,29484,11,1,17995.00,17995.00,,2022-09-04,
45272,29484,15,1,995.00,995.00,,2022-09-04,
45273,29485,11,1,17995.00,17995.00,2022-08-26,2022-09-04,
45274,29485,16,1,79.00,79.00,,2022-09-04,
45275,29485,15,1,995.00,995.00,,2022-09-04,
45276,29486,11,1,17995.00,17995.00,,2022-09-04,
45277,29487,18,1,24995.00,24995.00,,2022-09-04,
45278,29487,10,1,995.00,995.00,,2022-09-04,
45279,29487,16,1,79.00,79.00,,2022-09-04,
45280,29487,17,1,495.00,495.00,,2022-09-04,
45281,29488,11,1,17995.00,17995.00,,2022-09-05,
45282,29488,16,1,79.00,79.00,,2022-09-05,
45283,29489,18,1,24995.00,24995.00,2022-08-27,2022-09-05,
45284,29489,10,1,995.00,995.00,,2022-09-05,
45285,29489,14,1,449.00,449.00,,2022-09-05,
45286,29489,15,1,995.00,995.00,,2022-09-05,
45287,29490,18,1,24995.00,24995.00,2022-08-28,2022-09-05,
45288,29490,10,1,995.00,995.00,,2022-09-05,
45289,29490,13,5,4.95,24.75,,2022-09-05,
45290,29491,13,4,4.95,19.80,,,2022-05-08
45291,29492,11,1,17995.00,17995.00,,2022-09-05,
45292,29492,16,1,79.00,79.00,,2022-09-05,
45293,29493,18,1,24995.00,24995.00,2022-08-25,2022-09-05,
45294,29493,16,1,79.00,79.00,,2022-09-05,
45295,29493,14,1,449.00,449.00,,2022-09-05,
45296,29494,19,1,27995.00,27995.00,,2022-09-05,
45297,29494,12,1,699.00,699.00,2022-09-05,
45298,29494,15,1,995.00,995.00,,2022-09-05,
45299,29494,13,5,4.95,24.75,,2022-09-05,
45300,29495,13,1,4.95,4.95,,,2022-05-08
45301,29496,11,1,17995.00,17995.00,,2022-09-05,
45302,29496,16,1,79.00,79.00,,2022-09-05,
45303,29497,11,1,17995.00,17995.00,,2022-09-05,
45304,29497,16,1,79.00,79.00,,2022-09-05,
45305,29497,15,1,995.00,995.00,,2022-09-05,
45306,29497,17,1,495.00,495.00,,2022-09-05,
45307,29498,13,7,4.95,34.65,,,2022-05-08
45308,29498,16,1,79.00,79.00,,,2022-05-08
45309,29499,11,1,17995.00,17995.00,,2022-09-05,
45310,29499,12,1,699.00,699.00,2022-09-05,
45311,29499,15,1,995.00,995.00,,2022-09-05,
45312,29499,13,6,4.95,29.70,,2022-09-05,
45313,29500,19,1,27995.00,27995.00,,2022-09-05,
45314,29500,16,1,79.00,79.00,,2022-09-05,
45315,29500,15,1,995.00,995.00,,2022-09-05,
45316,29501,18,1,24995.00,24995.00,2022-08-28,2022-09-05,
45317,29501,10,1,995.00,995.00,,2022-09-05,
45318,29501,12,1,699.00,699.00,2022-09-05,
45319,29502,19,1,27995.00,27995.00,,2022-09-05,
45320,29502,12,1,699.00,699.00,2022-09-05,
45321,29502,14,1,449.00,449.00,,2022-09-05,
45322,29502,15,1,995.00,995.00,,2022-09-05,
45323,29502,17,1,495.00,495.00,,2022-09-05,
45324,29503,19,1,27995.00,27995.00,,2022-09-05,
45325,29503,15,1,995.00,995.00,,2022-09-05,
45326,29503,13,3,4.95,14.85,,2022-09-05,
45327,29504,13,6,4.95,29.70,,,2022-05-08
45328,29505,11,1,17995.00,17995.00,,2022-09-06,
45329,29505,16,2,79.00,158.00,,2022-09-06,
45330,29505,13,6,4.95,29.70,,2022-09-06,
45331,29506,11,1,17995.00,17995.00,,2022-09-06,
45332,29506,10,1,995.00,995.00,,2022-09-06,
45333,29506,16,1,79.00,79.00,,2022-09-06,
45334,29506,12,1,699.00,699.00,2022-09-06,
45335,29506,14,1,449.00,449.00,,2022-09-06,
45336,29506,15,1,995.00,995.00,,2022-09-06,
45337,29506,13,4,4.95,19.80,,2022-09-06,
45338,29507,18,1,24995.00,24995.00,2022-08-29,2022-09-06,
45339,29507,10,1,995.00,995.00,,2022-09-06,
45340,29507,16,1,79.00,79.00,,2022-09-06,
45341,29507,14,1,449.00,449.00,,2022-09-06,
45342,29507,13,2,4.95,9.90,,2022-09-06,
45343,29508,18,1,24995.00,24995.00,2022-08-23,2022-09-06,2022-08-25
45344,29508,10,1,995.00,995.00,,2022-09-06,2022-08-25
45345,29508,16,1,79.00,79.00,,2022-09-06,2022-08-25
45346,29508,12,1,699.00,699.00,2022-09-06,2022-08-25
45347,29508,15,1,995.00,995.00,,2022-09-06,2022-08-25
45348,29508,13,4,4.95,19.80,,2022-09-06,2022-08-25
45349,29509,11,1,17995.00,17995.00,2022-08-29,2022-09-06,
45350,29509,10,1,995.00,995.00,,2022-09-06,
45351,29509,14,1,449.00,449.00,,2022-09-06,
45352,29509,13,5,4.95,24.75,,2022-09-06,
45353,29510,11,1,17995.00,17995.00,,2022-09-06,
45354,29510,15,1,995.00,995.00,,2022-09-06,
45355,29510,13,3,4.95,14.85,,2022-09-06,
45356,29511,18,1,24995.00,24995.00,,2022-09-06,
45357,29511,13,7,4.95,34.65,,2022-09-06,
45358,29512,11,1,17995.00,17995.00,,2022-09-06,
45359,29512,10,1,995.00,995.00,,2022-09-06,
45360,29512,16,1,79.00,79.00,,2022-09-06,
45361,29512,13,6,4.95,29.70,,2022-09-06,
45362,29513,11,1,17995.00,17995.00,,2022-09-06,
45363,29513,16,1,79.00,79.00,,2022-09-06,
45364,29513,14,1,449.00,449.00,,2022-09-06,
45365,29513,15,1,995.00,995.00,,2022-09-06,
45366,29514,18,1,24995.00,24995.00,,2022-09-06,
45367,29514,13,7,4.95,34.65,,2022-09-06,
45368,29515,18,1,24995.00,24995.00,,2022-09-06,
45369,29515,14,1,449.00,449.00,,2022-09-06,
45370,29515,15,1,995.00,995.00,,2022-09-06,
45371,29516,11,1,17995.00,17995.00,,2022-09-06,
45372,29516,10,1,995.00,995.00,,2022-09-06,
45373,29516,12,1,699.00,699.00,2022-09-06,
45374,29516,15,1,995.00,995.00,,2022-09-06,
45375,29516,13,4,4.95,19.80,,2022-09-06,
45376,29517,18,1,24995.00,24995.00,,2022-09-06,
45377,29517,10,1,995.00,995.00,,2022-09-06,
45378,29517,15,1,995.00,995.00,,2022-09-06,
45379,29518,18,1,24995.00,24995.00,,2022-09-07,
45380,29518,16,1,79.00,79.00,,2022-09-07,
45381,29518,15,1,995.00,995.00,,2022-09-07,
45382,29518,13,6,4.95,29.70,,2022-09-07,
45383,29519,18,1,24995.00,24995.00,,2022-09-07,
45384,29519,10,1,995.00,995.00,,2022-09-07,
45385,29519,16,1,79.00,79.00,,2022-09-07,
45386,29519,14,1,449.00,449.00,,2022-09-07,
45387,29520,13,8,4.95,39.60,,,2022-05-10
45388,29521,19,1,27995.00,27995.00,,2022-09-07,
45389,29522,18,1,24995.00,24995.00,,2022-09-07,
45390,29522,10,1,995.00,995.00,,2022-09-07,
45391,29522,15,1,995.00,995.00,,2022-09-07,
45392,29522,13,6,4.95,29.70,,2022-09-07,
45393,29523,19,1,27995.00,27995.00,,2022-09-08,
45394,29523,15,1,995.00,995.00,,2022-09-08,
45395,29524,18,1,24995.00,24995.00,,2022-09-08,
45396,29524,10,1,995.00,995.00,,2022-09-08,
45397,29524,12,1,699.00,699.00,2022-09-08,
45398,29524,15,1,995.00,995.00,,2022-09-08,
45399,29525,18,1,24995.00,24995.00,,2022-09-08,
45400,29525,10,1,995.00,995.00,,2022-09-08,
45401,29525,16,1,79.00,79.00,,2022-09-08,
45402,29525,17,1,495.00,495.00,,2022-09-08,
45403,29525,13,5,4.95,24.75,,2022-09-08,
45404,29526,11,1,17995.00,17995.00,,2022-09-08,
45405,29526,10,1,995.00,995.00,,2022-09-08,
45406,29526,15,1,995.00,995.00,,2022-09-08,
45407,29526,13,4,4.95,19.80,,2022-09-08,
45408,29527,18,1,24995.00,24995.00,,2022-09-08,
45409,29527,10,1,995.00,995.00,,2022-09-08,
45410,29527,13,4,4.95,19.80,,2022-09-08,
45411,29528,11,1,17995.00,17995.00,,2022-09-08,
45412,29528,12,1,699.00,699.00,2022-09-08,
45413,29528,13,3,4.95,14.85,,2022-09-08,
45414,29529,19,1,27995.00,27995.00,,2022-09-08,
45415,29529,10,1,995.00,995.00,,2022-09-08,
45416,29529,12,1,699.00,699.00,2022-09-08,
45417,29529,14,1,449.00,449.00,,2022-09-08,
45418,29530,18,1,24995.00,24995.00,,2022-09-08,
45419,29530,15,1,995.00,995.00,,2022-09-08,
45420,29530,13,2,4.95,9.90,,2022-09-08,
45421,29531,14,1,449.00,449.00,,,2022-05-11
45422,29532,11,1,17995.00,17995.00,,2022-09-09,
45423,29533,11,1,17995.00,17995.00,,2022-09-09,
45424,29533,15,1,995.00,995.00,,2022-09-09,
45425,29534,18,1,24995.00,24995.00,,2022-09-09,
45426,29534,10,1,995.00,995.00,,2022-09-09,
45427,29534,12,1,699.00,699.00,2022-09-09,
45428,29534,14,1,449.00,449.00,,2022-09-09,
45429,29534,15,1,995.00,995.00,,2022-09-09,
45430,29534,13,4,4.95,19.80,,2022-09-09,
45431,29535,16,1,79.00,79.00,,,2022-05-12
45432,29536,18,1,24995.00,24995.00,2022-08-27,2022-09-09,
45433,29536,15,1,995.00,995.00,,2022-09-09,
45434,29536,13,4,4.95,19.80,,2022-09-09,
45435,29537,11,1,17995.00,17995.00,,2022-09-09,
45436,29537,16,2,79.00,158.00,,2022-09-09,
45437,29537,12,1,699.00,699.00,2022-09-09,
45438,29538,11,1,17995.00,17995.00,,2022-09-09,
45439,29538,13,2,4.95,9.90,,2022-09-09,
45440,29539,11,1,17995.00,17995.00,,2022-09-10,
45441,29540,18,1,24995.00,24995.00,,2022-09-10,
45442,29540,10,1,995.00,995.00,,2022-09-10,
45443,29540,16,1,79.00,79.00,,2022-09-10,
45444,29540,14,1,449.00,449.00,,2022-09-10,
45445,29541,11,1,17995.00,17995.00,,2022-09-10,
45446,29541,16,1,79.00,79.00,,2022-09-10,
45447,29542,18,1,24995.00,24995.00,,2022-09-10,
45448,29542,12,1,699.00,699.00,2022-09-10,
45449,29542,15,1,995.00,995.00,,2022-09-10,
45450,29543,18,1,24995.00,24995.00,2022-08-29,2022-09-10,
45451,29543,16,2,79.00,158.00,,2022-09-10,
45452,29543,14,1,449.00,449.00,,2022-09-10,
45453,29543,13,3,4.95,14.85,,2022-09-10,
45454,29544,18,1,24995.00,24995.00,,2022-09-10,
45455,29544,16,1,79.00,79.00,,2022-09-10,
45456,29544,17,1,495.00,495.00,,2022-09-10,
45457,29545,18,1,24995.00,24995.00,,2022-09-10,
45458,29545,10,1,995.00,995.00,,2022-09-10,
45459,29545,16,1,79.00,79.00,,2022-09-10,
45460,29546,18,1,24995.00,24995.00,,2022-09-10,
45461,29546,12,1,699.00,699.00,2022-09-10,
45462,29546,15,1,995.00,995.00,,2022-09-10,
45463,29546,13,4,4.95,19.80,,2022-09-10,
45464,29547,11,1,17995.00,17995.00,,2022-09-11,
45465,29547,12,1,699.00,699.00,2022-09-11,
45466,29547,13,4,4.95,19.80,,2022-09-11,
45467,29548,19,1,27995.00,27995.00,,2022-09-11,
45468,29548,10,1,995.00,995.00,,2022-09-11,
45469,29548,16,1,79.00,79.00,,2022-09-11,
45470,29548,14,1,449.00,449.00,,2022-09-11,
45471,29549,19,1,27995.00,27995.00,,2022-09-11,
45472,29549,14,1,449.00,449.00,,2022-09-11,
45473,29549,15,1,995.00,995.00,,2022-09-11,
45474,29549,13,4,4.95,19.80,,2022-09-11,
45475,29550,11,1,17995.00,17995.00,,2022-09-11,
45476,29550,10,1,995.00,995.00,,2022-09-11,
45477,29550,12,1,699.00,699.00,2022-09-11,
45478,29550,14,1,449.00,449.00,,2022-09-11,
45479,29550,13,3,4.95,14.85,,2022-09-11,
45480,29551,11,1,17995.00,17995.00,,2022-09-11,
45481,29551,12,1,699.00,699.00,2022-09-11,
45482,29552,18,1,24995.00,24995.00,,2022-09-11,
45483,29552,10,1,995.00,995.00,,2022-09-11,
45484,29552,15,1,995.00,995.00,,2022-09-11,
45485,29553,11,1,17995.00,17995.00,,2022-09-11,
45486,29553,16,1,79.00,79.00,,2022-09-11,
45487,29554,11,1,17995.00,17995.00,,2022-09-11,
45488,29554,10,1,995.00,995.00,,2022-09-11,
45489,29555,11,1,17995.00,17995.00,,2022-09-11,
45490,29555,17,1,495.00,495.00,,2022-09-11,
45491,29556,11,1,17995.00,17995.00,,2022-09-11,
45492,29556,15,1,995.00,995.00,,2022-09-11,
45493,29557,18,1,24995.00,24995.00,,2022-09-11,
45494,29557,10,1,995.00,995.00,,2022-09-11,
45495,29557,17,1,495.00,495.00,,2022-09-11,
45496,29558,18,1,24995.00,24995.00,,2022-09-11,
45497,29558,10,1,995.00,995.00,,2022-09-11,
45498,29558,12,1,699.00,699.00,2022-09-11,
45499,29558,17,1,495.00,495.00,,2022-09-11,
45500,29558,13,7,4.95,34.65,,2022-09-11,
45501,29559,11,1,17995.00,17995.00,,2022-09-12,
45502,29559,10,1,995.00,995.00,,2022-09-12,
45503,29559,12,1,699.00,699.00,2022-09-12,
45504,29560,18,1,24995.00,24995.00,,2022-09-12,
45505,29560,16,2,79.00,158.00,,2022-09-12,
45506,29560,14,1,449.00,449.00,,2022-09-12,
45507,29561,19,1,27995.00,27995.00,,2022-09-12,
45508,29561,15,1,995.00,995.00,,2022-09-12,
45509,29561,13,4,4.95,19.80,,2022-09-12,
45510,29562,11,1,17995.00,17995.00,,2022-09-12,
45511,29563,13,7,4.95,34.65,,,2022-05-15
45512,29564,19,1,27995.00,27995.00,,2022-09-12,
45513,29564,16,1,79.00,79.00,,2022-09-12,
45514,29564,17,1,495.00,495.00,,2022-09-12,
45515,29565,11,1,17995.00,17995.00,,2022-09-12,
45516,29565,12,1,699.00,699.00,2022-09-12,
45517,29565,15,1,995.00,995.00,,2022-09-12,
45518,29566,16,1,79.00,79.00,,,2022-05-15
45519,29567,19,1,27995.00,27995.00,,2022-09-12,
45520,29567,16,2,79.00,158.00,,2022-09-12,
45521,29567,12,1,699.00,699.00,2022-09-12,
45522,29567,14,1,449.00,449.00,,2022-09-12,
45523,29567,15,1,995.00,995.00,,2022-09-12,
45524,29567,13,4,4.95,19.80,,2022-09-12,
45525,29568,11,1,17995.00,17995.00,,2022-09-12,
45526,29568,10,1,995.00,995.00,,2022-09-12,
45527,29568,16,1,79.00,79.00,,2022-09-12,
45528,29568,12,1,699.00,699.00,2022-09-12,
45529,29568,13,5,4.95,24.75,,2022-09-12,
45530,29569,11,1,17995.00,17995.00,,2022-09-12,
45531,29569,10,1,995.00,995.00,,2022-09-12,
45532,29569,16,1,79.00,79.00,,2022-09-12,
45533,29569,17,1,495.00,495.00,,2022-09-12,
45534,29570,13,6,4.95,29.70,,,2022-05-15
45535,29571,11,1,17995.00,17995.00,,2022-09-12,
45536,29571,10,1,995.00,995.00,,2022-09-12,
45537,29571,15,1,995.00,995.00,,2022-09-12,
45538,29572,11,1,17995.00,17995.00,,2022-09-12,
45539,29572,15,1,995.00,995.00,,2022-09-12,
45540,29573,18,1,24995.00,24995.00,,2022-09-12,
45541,29573,10,1,995.00,995.00,,2022-09-12,
45542,29573,16,1,79.00,79.00,,2022-09-12,
45543,29573,13,3,4.95,14.85,,2022-09-12,
45544,29574,11,1,17995.00,17995.00,,2022-09-12,
45545,29574,14,1,449.00,449.00,,2022-09-12,
45546,29574,13,4,4.95,19.80,,2022-09-12,
45547,29575,18,1,24995.00,24995.00,,2022-09-12,
45548,29575,10,1,995.00,995.00,,2022-09-12,
45549,29575,16,1,79.00,79.00,,2022-09-12,
45550,29575,13,1,4.95,4.95,,2022-09-12,
45551,29576,11,1,17995.00,17995.00,,2022-09-12,
45552,29576,13,6,4.95,29.70,,2022-09-12,
45553,29577,19,1,27995.00,27995.00,,2022-09-12,
45554,29577,12,1,699.00,699.00,2022-09-12,
45555,29577,13,1,4.95,4.95,,2022-09-12,
45556,29578,11,1,17995.00,17995.00,,2022-09-12,
45557,29578,13,3,4.95,14.85,,2022-09-12,
45558,29579,18,1,24995.00,24995.00,,2022-09-12,
45559,29579,15,1,995.00,995.00,,2022-09-12,
45560,29580,11,1,17995.00,17995.00,,2022-09-12,
45561,29580,16,1,79.00,79.00,,2022-09-12,
45562,29580,14,1,449.00,449.00,,2022-09-12,
45563,29580,15,1,995.00,995.00,,2022-09-12,
45564,29581,13,4,4.95,19.80,,,2022-05-16
45565,29582,11,1,17995.00,17995.00,,2022-09-13,
45566,29582,14,1,449.00,449.00,,2022-09-13,
45567,29582,15,1,995.00,995.00,,2022-09-13,
45568,29582,13,3,4.95,14.85,,2022-09-13,
45569,29583,18,1,24995.00,24995.00,,2022-09-13,
45570,29583,13,4,4.95,19.80,,2022-09-13,
45571,29584,19,1,27995.00,27995.00,,2022-09-13,
45572,29585,18,1,24995.00,24995.00,,2022-09-13,
45573,29585,16,1,79.00,79.00,,2022-09-13,
45574,29585,15,1,995.00,995.00,,2022-09-13,
45575,29586,18,1,24995.00,24995.00,,2022-09-13,
45576,29587,18,1,24995.00,24995.00,,2022-09-14,
45577,29587,16,1,79.00,79.00,,2022-09-14,
45578,29588,19,1,27995.00,27995.00,,2022-09-14,
45579,29588,14,1,449.00,449.00,,2022-09-14,
45580,29588,15,1,995.00,995.00,,2022-09-14,
45581,29589,11,1,17995.00,17995.00,,2022-09-14,
45582,29589,16,1,79.00,79.00,,2022-09-14,
45583,29589,12,1,699.00,699.00,2022-09-14,
45584,29589,13,6,4.95,29.70,,2022-09-14,
45585,29590,18,1,24995.00,24995.00,,2022-09-14,
45586,29590,15,1,995.00,995.00,,2022-09-14,
45587,29590,17,1,495.00,495.00,,2022-09-14,
45588,29591,11,1,17995.00,17995.00,,2022-09-14,
45589,29591,10,1,995.00,995.00,,2022-09-14,
45590,29591,15,1,995.00,995.00,,2022-09-14,
45591,29591,13,7,4.95,34.65,,2022-09-14,
45592,29592,18,1,24995.00,24995.00,,2022-09-14,
45593,29592,10,1,995.00,995.00,,2022-09-14,
45594,29592,16,1,79.00,79.00,,2022-09-14,
45595,29593,18,1,24995.00,24995.00,,2022-09-15,
45596,29593,10,1,995.00,995.00,,2022-09-15,
45597,29594,13,6,4.95,29.70,,,2022-05-18
45598,29595,18,1,24995.00,24995.00,,2022-09-15,
45599,29596,18,1,24995.00,24995.00,,2022-09-15,
45600,29596,12,1,699.00,699.00,2022-09-15,
45601,29596,14,1,449.00,449.00,,2022-09-15,
45602,29596,15,1,995.00,995.00,,2022-09-15,
45603,29597,18,1,24995.00,24995.00,,2022-09-15,
45604,29597,10,1,995.00,995.00,,2022-09-15,
45605,29597,14,1,449.00,449.00,,2022-09-15,
45606,29597,13,3,4.95,14.85,,2022-09-15,
45607,29598,11,1,17995.00,17995.00,,2022-09-15,
45608,29598,16,3,79.00,237.00,,2022-09-15,
45609,29598,13,1,4.95,4.95,,2022-09-15,
45610,29599,11,1,17995.00,17995.00,,2022-09-15,
45611,29599,16,1,79.00,79.00,,2022-09-15,
45612,29599,12,1,699.00,699.00,2022-09-15,
45613,29599,14,1,449.00,449.00,,2022-09-15,
45614,29599,17,1,495.00,495.00,,2022-09-15,
45615,29599,13,4,4.95,19.80,,2022-09-15,
45616,29600,19,1,27995.00,27995.00,,2022-09-15,
45617,29600,12,1,699.00,699.00,2022-09-15,
45618,29600,14,1,449.00,449.00,,2022-09-15,
45619,29600,13,4,4.95,19.80,,2022-09-15,
45620,29601,19,1,27995.00,27995.00,,2022-09-15,
45621,29601,14,1,449.00,449.00,,2022-09-15,
45622,29601,13,2,4.95,9.90,,2022-09-15,
45623,29602,19,1,27995.00,27995.00,,2022-09-15,
45624,29602,16,1,79.00,79.00,,2022-09-15,
45625,29602,15,1,995.00,995.00,,2022-09-15,
45626,29603,11,1,17995.00,17995.00,,2022-09-16,
45627,29603,10,1,995.00,995.00,,2022-09-16,
45628,29604,19,1,27995.00,27995.00,,2022-09-16,
45629,29604,12,1,699.00,699.00,2022-09-16,
45630,29604,13,1,4.95,4.95,,2022-09-16,
45631,29605,19,1,27995.00,27995.00,,2022-09-16,
45632,29605,14,1,449.00,449.00,,2022-09-16,
45633,29605,13,4,4.95,19.80,,2022-09-16,
45634,29606,19,1,27995.00,27995.00,,2022-09-16,
45635,29606,10,1,995.00,995.00,,2022-09-16,
45636,29606,15,1,995.00,995.00,,2022-09-16,
45637,29607,19,1,27995.00,27995.00,,2022-09-16,
45638,29607,13,1,4.95,4.95,,2022-09-16,
45639,29608,18,1,24995.00,24995.00,,2022-09-16,
45640,29608,10,1,995.00,995.00,,2022-09-16,
45641,29608,13,5,4.95,24.75,,2022-09-16,
45642,29609,13,7,4.95,34.65,,,2022-05-20
45643,29610,19,1,27995.00,27995.00,,2022-09-17,
45644,29610,12,1,699.00,699.00,2022-09-17,
45645,29611,18,1,24995.00,24995.00,,2022-09-17,
45646,29611,16,2,79.00,158.00,,2022-09-17,
45647,29611,12,1,699.00,699.00,2022-09-17,
45648,29611,13,6,4.95,29.70,,2022-09-17,
45649,29612,18,1,24995.00,24995.00,,2022-09-17,
45650,29612,12,1,699.00,699.00,2022-09-17,
45651,29612,13,6,4.95,29.70,,2022-09-17,
45652,29613,11,1,17995.00,17995.00,,2022-09-17,
45653,29613,14,1,449.00,449.00,,2022-09-17,
45654,29614,11,1,17995.00,17995.00,,2022-09-17,
45655,29614,16,1,79.00,79.00,,2022-09-17,
45656,29615,18,1,24995.00,24995.00,,2022-09-17,
45657,29615,12,1,699.00,699.00,2022-09-17,
45658,29615,17,1,495.00,495.00,,2022-09-17,
45659,29616,11,1,17995.00,17995.00,,2022-09-17,
45660,29616,12,1,699.00,699.00,2022-09-17,
45661,29616,15,1,995.00,995.00,,2022-09-17,
45662,29616,17,1,495.00,495.00,,2022-09-17,
45663,29616,13,3,4.95,14.85,,2022-09-17,
45664,29617,11,1,17995.00,17995.00,,2022-09-17,
45665,29617,12,1,699.00,699.00,2022-09-17,
45666,29617,14,1,449.00,449.00,,2022-09-17,
45667,29617,13,6,4.95,29.70,,2022-09-17,
45668,29618,13,6,4.95,29.70,,,2022-05-20
45669,29618,14,1,449.00,449.00,,,2022-05-20
45670,29619,11,1,17995.00,17995.00,,2022-09-17,
45671,29619,16,1,79.00,79.00,,2022-09-17,
45672,29620,11,1,17995.00,17995.00,,2022-09-17,
45673,29620,10,1,995.00,995.00,,2022-09-17,
45674,29620,12,1,699.00,699.00,2022-09-17,
45675,29621,19,1,27995.00,27995.00,,2022-09-17,
45676,29621,10,1,995.00,995.00,,2022-09-17,
45677,29621,12,1,699.00,699.00,2022-09-17,
45678,29622,18,1,24995.00,24995.00,,2022-09-17,
45679,29622,17,1,495.00,495.00,,2022-09-17,
45680,29622,13,3,4.95,14.85,,2022-09-17,
45681,29623,11,1,17995.00,17995.00,,2022-09-17,
45682,29623,10,1,995.00,995.00,,2022-09-17,
45683,29623,13,4,4.95,19.80,,2022-09-17,
45684,29624,19,1,27995.00,27995.00,,2022-09-17,
45685,29624,10,1,995.00,995.00,,2022-09-17,
45686,29624,16,1,79.00,79.00,,2022-09-17,
45687,29624,12,1,699.00,699.00,2022-09-17,
45688,29625,11,1,17995.00,17995.00,,2022-09-17,
45689,29625,15,1,995.00,995.00,,2022-09-17,
