orderid,custid,sellerid,odate,ototal,ordsatisfac,delsatisfac
29634,4576,12,2022-05-15,18490.00,1,
29635,4577,9,2022-05-15,17995.00,3,
29636,4578,6,2022-05-15,28088.85,5,
29637,4581,9,2022-05-16,31147.85,5,
29638,4582,14,2022-05-16,17995.00,1,
29639,4583,9,2022-05-16,28083.90,2,
29640,4584,7,2022-05-16,27027.85,4,
29641,4585,9,2022-05-16,24995.00,4,
29642,4586,7,2022-05-16,20184.00,4,
29643,4587,7,2022-05-16,4.95,,
29644,4588,14,2022-05-16,27394.80,4,
29645,4589,7,2022-05-16,28852.00,5,
29646,4590,15,2022-05-16,27995.00,5,
29647,4591,12,2022-05-16,25490.00,5,
29648,4592,9,2022-05-16,29689.00,5,
29649,4593,11,2022-05-17,18797.75,4,
29650,4594,3,2022-05-17,26583.80,5,
29651,4595,11,2022-05-17,30138.00,3,
29652,4596,3,2022-05-17,19.80,,
29653,4597,14,2022-05-17,19083.85,5,
29654,4598,14,2022-05-17,26527.90,5,
29655,4599,14,2022-05-17,19004.85,4,
29656,4600,14,2022-05-17,26069.00,5,
29657,4601,3,2022-05-17,19098.70,3,
29658,4602,14,2022-05-17,19088.80,5,
29659,4603,14,2022-05-18,18773.00,2,
29660,4604,6,2022-05-18,28291.00,5,
29661,4605,6,2022-05-18,26689.00,4,
29662,4606,11,2022-05-18,21212.00,3,
29663,4607,8,2022-05-18,19226.95,5,
29664,4608,8,2022-05-18,19593.70,5,
29665,4609,8,2022-05-18,26689.00,5,
29666,4610,6,2022-05-18,19088.80,5,
29667,4611,8,2022-05-18,25626.75,5,
29668,4612,8,2022-05-18,28024.70,4,
29669,4613,8,2022-05-18,26019.70,1,
29670,4614,8,2022-05-18,26004.85,4,
29671,4615,6,2022-05-19,27064.00,5,
29672,4616,1,2022-05-19,19069.00,1,
29673,4617,9,2022-05-19,98.80,,
29674,4618,11,2022-05-19,28009.85,5,
29675,4619,7,2022-05-19,98.80,,
29676,4620,9,2022-05-19,18694.00,5,
29677,4621,1,2022-05-19,25074.00,5,
29678,4622,7,2022-05-20,25990.00,4,
29679,4623,7,2022-05-20,25990.00,5,
29680,4624,3,2022-05-20,26256.65,5,
29681,4626,13,2022-05-20,28463.80,5,
29682,4627,1,2022-05-20,27263.00,5,
29683,4628,8,2022-05-20,25519.70,5,
29684,4629,8,2022-05-20,26578.85,5,
29685,4630,9,2022-05-20,26009.80,5,
29686,4631,7,2022-05-20,24995.00,5,
29687,4632,3,2022-05-20,20184.00,5,
29688,4633,14,2022-05-20,18990.00,1,
29689,4634,3,2022-05-20,25444.00,5,
29690,4635,1,2022-05-20,18514.75,5,
29691,4636,8,2022-05-20,19485.00,5,
29692,4637,6,2022-05-20,25444.00,5,
29693,4638,8,2022-05-20,26963.70,5,
29694,4640,1,2022-05-20,25009.85,5,
29695,4641,13,2022-05-20,19439.00,5,
29696,4642,14,2022-05-20,19439.00,3,
29697,4644,11,2022-05-20,29093.75,5,
29698,4645,8,2022-05-20,29083.85,5,
29699,4646,7,2022-05-21,19532.85,1,
29700,4647,15,2022-05-21,29152.90,5,
29701,4648,13,2022-05-21,29999.85,5,
29702,4649,6,2022-05-21,18990.00,5,
29703,4650,7,2022-05-21,28088.85,4,
29704,4651,13,2022-05-21,17995.00,3,
29705,4652,15,2022-05-21,25990.00,5,
29706,4653,9,2022-05-21,28444.00,2,
29707,4654,11,2022-05-21,18694.00,5,
29708,4655,7,2022-05-21,20143.00,5,
29709,4656,13,2022-05-21,24995.00,5,
29710,4657,13,2022-05-21,18718.75,5,
29711,4658,6,2022-05-21,19069.00,5,
29712,4659,3,2022-05-22,18523.00,5,
29713,4660,7,2022-05-22,26069.00,5,
29714,4662,8,2022-05-22,19073.95,5,
29715,4663,7,2022-05-22,18024.70,4,
29716,4664,12,2022-05-22,19093.75,5,
29717,4665,8,2022-05-22,25990.00,5,
29718,4666,8,2022-05-22,25490.00,3,
29719,4667,7,2022-05-22,19698.90,5,
29720,4668,13,2022-05-22,19069.00,5,
29721,4669,6,2022-05-22,19019.70,5,
29722,4670,12,2022-05-22,25990.00,5,
29723,4671,3,2022-05-22,27763.00,5,
29724,4672,3,2022-05-22,27542.70,5,
29725,4673,8,2022-05-22,27083.80,5,
29726,4674,6,2022-05-22,25990.00,5,
29727,4675,7,2022-05-22,18490.00,5,
29728,4676,7,2022-05-22,20480.00,4,
29729,4677,6,2022-05-22,20708.75,5,
29730,4678,9,2022-05-22,19713.75,4,
29731,4679,13,2022-05-22,28014.80,2,
29732,4680,12,2022-05-22,24995.00,5,
29733,4681,8,2022-05-22,113.65,,
29734,4682,3,2022-05-22,29098.70,5,
29735,4683,6,2022-05-22,19069.00,5,
29736,4684,15,2022-05-22,79.00,,
29737,4685,12,2022-05-22,27652.80,5,
29738,4686,15,2022-05-22,29439.00,5,
29739,4687,6,2022-05-22,25773.00,4,
29740,4688,8,2022-05-22,26578.85,5,
29741,4689,7,2022-05-22,20434.00,5,
29742,4690,3,2022-05-22,20513.00,5,
29743,4691,6,2022-05-22,25523.00,5,
29744,4692,1,2022-05-22,19189.00,1,
29745,4693,1,2022-05-22,30014.70,5,
29746,4694,8,2022-05-22,18444.00,5,
29747,4695,6,2022-05-22,25468.75,5,
29748,4696,1,2022-05-22,18713.80,5,
29749,4697,7,2022-05-23,18093.80,5,
29750,4698,3,2022-05-23,28014.80,4,
29751,4699,14,2022-05-23,18999.90,4,
29752,4700,3,2022-05-23,18773.00,4,
29753,4701,9,2022-05-23,24995.00,5,
29754,4702,7,2022-05-23,29583.80,5,
29755,4703,14,2022-05-24,18074.00,2,
29756,4704,14,2022-05-24,20527.85,3,
29757,4705,3,2022-05-24,19485.00,5,
29758,4707,14,2022-05-24,26518.00,4,
29759,4708,8,2022-05-25,28939.00,5,
29760,4709,8,2022-05-25,25773.00,5,
29761,4710,11,2022-05-25,478.70,,
29762,4712,8,2022-05-25,28990.00,5,
29763,4713,8,2022-05-25,27198.85,5,
29764,4714,8,2022-05-25,25994.95,5,
29765,4715,8,2022-05-26,27157.80,4,
29766,4716,9,2022-05-26,30448.85,5,
29767,4717,11,2022-05-26,18990.00,5,
29768,4718,6,2022-05-26,19999.85,5,
29769,4719,6,2022-05-26,27513.00,5,
29770,4720,1,2022-05-26,17995.00,5,
29771,4721,6,2022-05-26,27513.00,5,
29772,4723,11,2022-05-26,17995.00,5,
29773,4725,1,2022-05-26,26069.00,1,
29774,4726,11,2022-05-26,25453.90,5,
29775,4727,6,2022-05-26,18694.00,1,
29776,4728,11,2022-05-26,18718.75,5,
29777,4729,7,2022-05-27,26934.00,3,
29778,4730,8,2022-05-27,26458.80,5,
29779,4731,11,2022-05-27,25698.95,5,
29780,4732,3,2022-05-27,25718.75,3,
29781,4733,3,2022-05-27,26518.00,5,
29782,4734,3,2022-05-27,18994.95,5,
29783,4735,7,2022-05-27,25990.00,5,
29784,4736,6,2022-05-27,25523.00,5,
29785,4737,1,2022-05-27,26509.75,5,
29786,4738,9,2022-05-27,18523.00,2,
29787,4739,3,2022-05-27,26078.90,5,
29788,4740,3,2022-05-27,30494.85,5,
29789,4741,14,2022-05-27,25990.00,3,
29790,4742,7,2022-05-27,19069.00,5,
29791,4743,9,2022-05-27,27138.00,5,
29792,4744,7,2022-05-27,19690.85,5,
29793,4745,6,2022-05-27,19004.85,5,
29794,4746,1,2022-05-27,27513.00,3,
29795,4747,8,2022-05-27,18990.00,4,
29796,4749,13,2022-05-28,27273.00,5,
29797,4750,1,2022-05-28,27797.70,5,
29798,4751,7,2022-05-28,24852.00,1,
29799,4752,12,2022-05-28,93.85,,
29800,4753,1,2022-05-28,26184.00,5,
29801,4754,11,2022-05-28,18752.00,2,
29802,4755,8,2022-05-28,25244.95,2,
29803,4756,6,2022-05-28,25343.75,5,
29804,4757,3,2022-05-28,26481.85,4,
29805,4758,14,2022-05-28,25939.00,5,
29806,4759,6,2022-05-28,26745.00,5,
29807,4760,15,2022-05-28,28314.00,5,
29808,4761,11,2022-05-28,25274.65,4,
29809,4762,1,2022-05-28,124.70,,
29810,4763,14,2022-05-28,25764.70,4,
29811,4764,14,2022-05-28,24694.00,3,
29812,4765,9,2022-05-28,24953.90,5,
29813,4766,8,2022-05-28,29383.00,5,
29814,4767,14,2022-05-28,28917.70,4,
29815,4768,6,2022-05-28,19358.80,5,
29816,4769,1,2022-05-28,25973.65,5,
29817,4770,8,2022-05-28,27319.00,5,
29818,4771,1,2022-05-28,25240.00,2,
29819,4772,1,2022-05-28,25689.00,3,
29820,4773,13,2022-05-28,183.90,,
29821,4774,6,2022-05-28,25254.85,4,
29822,4775,11,2022-05-28,18344.00,3,
29823,4776,3,2022-05-28,26809.00,5,
29824,4777,6,2022-05-28,26121.75,5,
29825,4778,3,2022-05-28,19.80,,
29826,4779,7,2022-05-28,18969.00,5,
29827,4780,6,2022-05-28,26463.70,4,
29828,4781,12,2022-05-28,28749.85,4,
29829,4782,15,2022-05-28,25319.00,4,
29830,4783,7,2022-05-28,26032.85,4,
29831,4784,6,2022-05-28,27462.00,5,
29832,4785,9,2022-05-28,24958.85,5,
29833,4786,8,2022-05-28,27444.00,5,
29834,4787,14,2022-05-28,25718.70,5,
29835,4788,14,2022-05-28,26698.85,4,
29836,4789,9,2022-05-28,27907.85,5,
29837,4791,8,2022-05-28,26263.00,5,
29838,4792,3,2022-05-28,25417.80,5,
29839,4793,14,2022-05-28,27417.65,1,
29840,4794,3,2022-05-28,25759.75,2,
29841,4795,11,2022-05-28,19432.85,5,
29842,4796,13,2022-05-28,24245.00,2,
29843,4797,6,2022-05-28,17974.00,4,
29844,4798,3,2022-05-28,20038.00,4,
29845,4799,14,2022-05-28,19432.85,4,
29846,4800,14,2022-05-28,20922.85,5,
29847,4801,7,2022-05-28,25939.00,3,
29848,4802,6,2022-05-28,25735.00,4,
29849,4804,8,2022-05-28,28203.85,5,
29850,4805,3,2022-05-28,25968.70,5,
29851,4806,15,2022-05-28,27819.00,1,
29852,4807,7,2022-05-28,19414.70,3,
29853,4808,6,2022-05-28,25205.75,5,
29854,4809,1,2022-05-28,25240.00,5,
29855,4810,15,2022-05-28,483.65,,
29856,4811,8,2022-05-28,25735.00,5,
29857,4812,6,2022-05-28,449.00,,
29858,4813,13,2022-05-28,19122.00,4,
29859,4814,14,2022-05-28,26195.80,1,
29860,4815,7,2022-05-28,19498.65,5,
29861,4816,7,2022-05-28,27179.00,2,
29862,4817,6,2022-05-29,25713.75,2,
29863,4818,8,2022-05-29,24245.00,5,
29864,4819,3,2022-05-29,19589.00,3,
29865,4820,3,2022-05-29,19.80,,
29866,4822,8,2022-05-29,25264.75,5,
29867,4823,15,2022-05-29,27477.00,5,
29868,4824,6,2022-05-29,29453.80,5,
29869,4825,7,2022-05-29,17993.80,4,
29870,4826,1,2022-05-29,28934.00,4,
29871,4827,13,2022-05-29,103.75,,
29872,4828,6,2022-05-29,19418.00,2,
29873,4829,15,2022-05-29,26833.90,5,
29874,4830,7,2022-05-29,25735.00,5,
29875,4831,7,2022-05-29,25319.00,5,
29876,4832,3,2022-05-29,18937.80,4,
29877,4833,7,2022-05-29,18890.00,5,
29878,4834,13,2022-05-29,25939.00,2,
29879,4835,3,2022-05-29,26397.90,5,
29880,4836,6,2022-05-29,25338.80,5,
29881,4837,6,2022-05-29,26388.00,4,
29882,4838,12,2022-05-29,25689.00,3,
29883,4839,9,2022-05-29,29671.00,5,
29884,4840,8,2022-05-29,19885.00,3,
29885,4842,8,2022-05-29,26018.00,4,
29886,4843,7,2022-05-29,19853.80,5,
29887,4844,6,2022-05-29,27429.00,5,
29888,4845,13,2022-05-29,28967.00,5,
29889,4846,6,2022-05-29,24852.00,2,
29890,4848,8,2022-05-29,28439.00,5,
29891,4849,1,2022-05-29,24245.00,2,
29892,4850,3,2022-05-29,27258.00,4,
29893,4851,15,2022-05-29,28388.00,5,
29894,4852,7,2022-05-29,25972.00,3,
29895,4853,13,2022-05-29,25249.90,3,
29896,4854,9,2022-05-29,24968.75,5,
29897,4855,1,2022-05-29,27319.00,5,
29898,4856,12,2022-05-29,19048.00,3,
29899,4857,12,2022-05-29,25735.00,5,
29900,4858,1,2022-05-29,27740.00,4,
29901,4859,7,2022-05-29,20067.75,5,
29902,4860,12,2022-05-30,9.90,,
29903,4862,15,2022-05-30,26759.85,5,
29904,4863,14,2022-05-30,24.75,,
29905,4864,14,2022-05-30,25264.75,3,
29906,4865,3,2022-05-30,20358.75,5,
29907,4866,15,2022-05-30,158.00,,
29908,4867,3,2022-05-30,28249.85,5,
29909,4868,3,2022-05-30,29453.80,5,
29910,4869,9,2022-05-30,27740.00,5,
29911,4870,3,2022-05-30,19885.00,2,
29912,4871,12,2022-05-30,25939.00,4,
29913,4872,3,2022-05-30,26188.95,5,
29914,4873,15,2022-05-30,193.80,,
29915,4874,3,2022-05-30,26184.00,5,
29916,4875,3,2022-05-30,19848.85,5,
29917,4876,15,2022-05-30,24264.80,2,
29918,4877,3,2022-05-30,19.80,,
29919,4878,12,2022-05-30,25713.75,5,
29920,4879,12,2022-05-30,18390.00,3,
29921,4880,9,2022-05-30,19339.00,5,
29922,4881,9,2022-05-30,26824.00,4,
29923,4882,15,2022-05-30,24718.75,5,
29924,4883,12,2022-05-30,26934.00,5,
29925,4884,7,2022-05-30,24852.00,1,
29926,4885,12,2022-05-30,24819.00,4,
29927,4886,3,2022-05-30,26458.75,3,
29928,4888,12,2022-05-30,19419.65,4,
29929,4889,7,2022-05-30,26263.00,5,
29930,4890,3,2022-05-30,25768.00,5,
29931,4891,3,2022-05-30,19464.00,5,
29932,4892,7,2022-05-30,26787.75,5,
29933,4893,3,2022-05-30,25713.75,5,
29934,4894,12,2022-05-30,26513.00,5,
29935,4895,7,2022-05-30,19899.85,3,
29936,4896,14,2022-05-30,20667.95,4,
29937,4897,3,2022-05-30,18594.00,4,
29938,4898,11,2022-05-31,18773.00,5,
29939,4899,11,2022-05-31,79.00,,
29940,4900,11,2022-05-31,19439.00,5,
29941,4901,14,2022-05-31,19708.80,2,
29942,4902,14,2022-05-31,26004.85,5,
29943,4903,3,2022-05-31,26195.80,5,
29944,4904,11,2022-05-31,18728.65,5,
29945,4905,3,2022-05-31,29689.00,3,
29946,4906,14,2022-05-31,20083.80,4,
29947,4907,3,2022-05-31,26532.85,5,
29948,4908,14,2022-05-31,19693.95,5,
29949,4909,8,2022-06-01,19963.70,5,
29950,4910,6,2022-06-01,26093.75,5,
29951,4911,11,2022-06-01,18694.00,2,
29952,4912,11,2022-06-01,114.80,,
29953,4913,8,2022-06-01,19689.00,5,
29954,4914,6,2022-06-01,26542.75,5,
29955,4915,8,2022-06-01,19098.70,5,
29956,4916,8,2022-06-01,26167.80,5,
29957,4917,8,2022-06-01,28773.00,5,
29958,4918,14,2022-06-01,19485.00,4,
29959,4919,11,2022-06-02,19518.00,4,
29960,4920,11,2022-06-02,28463.80,5,
29961,4921,7,2022-06-02,26985.00,1,
29962,4922,1,2022-06-02,25713.80,5,
29963,4923,9,2022-06-02,24995.00,5,
29964,4924,6,2022-06-02,25773.00,5,
29965,4925,6,2022-06-02,18004.90,5,
29966,4926,1,2022-06-02,19256.65,3,
29967,4927,1,2022-06-03,31416.00,5,
29968,4928,3,2022-06-03,25948.90,4,
29969,4930,6,2022-06-03,27662.70,5,
29970,4931,7,2022-06-03,26985.00,5,
29971,4932,11,2022-06-03,30157.80,5,
29972,4933,8,2022-06-03,30480.00,5,
29973,4934,14,2022-06-04,19083.85,5,
29974,4935,8,2022-06-04,25009.85,5,
29975,4936,1,2022-06-04,27263.00,5,
29976,4937,6,2022-06-04,34.65,,
29977,4938,7,2022-06-04,26069.00,5,
29978,4940,7,2022-06-04,27143.00,3,
29979,4941,8,2022-06-04,18708.85,1,
29980,4942,6,2022-06-04,20684.00,5,
29981,4943,11,2022-06-04,18708.85,5,
29982,4944,7,2022-06-04,25074.00,2,
29983,4945,12,2022-06-04,25990.00,3,
29984,4946,15,2022-06-04,19014.75,5,
29985,4947,9,2022-06-04,174.00,,
29986,4948,6,2022-06-04,25990.00,3,
29987,4949,8,2022-06-04,14.85,,
29988,4950,15,2022-06-05,18463.80,5,
29989,4951,13,2022-06-05,19439.00,3,
29990,4952,3,2022-06-05,26093.75,5,
29991,4953,3,2022-06-05,18463.80,2,
29992,4954,3,2022-06-05,26948.85,5,
29993,4955,7,2022-06-05,30448.85,4,
29994,4957,8,2022-06-05,28147.85,5,
29995,4959,3,2022-06-05,18990.00,5,
29996,4961,8,2022-06-05,25448.95,5,
29997,4962,6,2022-06-05,20162.75,3,
29998,4963,12,2022-06-06,18694.00,5,
29999,4964,7,2022-06-06,26985.00,5,
30000,4965,9,2022-06-06,18694.00,5,
30001,4966,9,2022-06-06,26222.00,3,
30002,4967,7,2022-06-06,19.80,,
30003,4968,15,2022-06-06,25463.80,5,
30004,4969,7,2022-06-06,20073.90,1,
30005,4970,15,2022-06-06,18444.00,5,
30006,4971,14,2022-06-07,20763.00,2,
30007,4972,3,2022-06-07,29014.75,5,
30008,4973,11,2022-06-07,19689.00,5,
30009,4974,14,2022-06-07,18074.00,3,
30010,4975,11,2022-06-07,18990.00,3,
30011,4976,3,2022-06-07,25569.00,5,
30012,4977,6,2022-06-08,19453.85,5,
30013,4978,14,2022-06-08,19172.75,3,
30014,4979,8,2022-06-08,88.90,,
30015,4980,14,2022-06-08,25703.90,2,
30016,4981,8,2022-06-08,19189.00,5,
30017,4982,6,2022-06-08,19014.75,5,
30018,4983,6,2022-06-08,458.90,,
30019,4984,6,2022-06-08,26088.80,5,
30020,4985,14,2022-06-08,449.00,,
30021,4986,8,2022-06-08,20267.95,5,
30022,4987,8,2022-06-08,18153.00,5,
30023,4988,6,2022-06-08,26380.00,5,
30024,4989,11,2022-06-08,25444.00,4,
30025,4990,11,2022-06-08,18773.00,4,
30026,4991,8,2022-06-09,25024.70,5,
30027,4992,6,2022-06-09,18999.90,2,
30028,4993,1,2022-06-09,27184.00,5,
30029,4994,7,2022-06-09,28718.75,5,
30030,4995,7,2022-06-09,19069.00,5,
30031,4996,3,2022-06-10,18537.85,5,
30032,4997,3,2022-06-10,27138.00,5,
30033,4998,1,2022-06-10,25994.95,5,
30034,4999,3,2022-06-10,19689.00,5,
30035,5000,7,2022-06-10,26024.65,5,
30036,5002,7,2022-06-10,25990.00,5,
30037,5003,13,2022-06-10,25448.95,5,
30038,5004,12,2022-06-11,18519.70,4,
30039,5006,6,2022-06-11,19167.80,5,
30040,5007,15,2022-06-11,17995.00,5,
30041,5008,13,2022-06-11,28232.00,5,
30042,5009,13,2022-06-11,19439.00,4,
30043,5010,13,2022-06-11,18074.00,3,
30044,5011,6,2022-06-11,19078.90,5,
30045,5012,8,2022-06-11,25004.90,2,
30046,5013,7,2022-06-11,26768.00,4,
30047,5014,3,2022-06-11,18694.00,5,
30048,5015,1,2022-06-11,26018.00,5,
30049,5016,8,2022-06-11,25953.85,5,
30050,5017,3,2022-06-11,26037.80,5,
30051,5018,9,2022-06-11,28990.00,5,
30052,5019,8,2022-06-11,30013.00,5,
30053,5020,8,2022-06-11,29143.00,3,
30054,5021,15,2022-06-11,18602.00,5,
30055,5022,13,2022-06-11,39.60,,
30056,5023,11,2022-06-11,19143.00,5,
30057,5024,9,2022-06-11,24995.00,3,
30058,5025,1,2022-06-11,29522.95,5,
30059,5026,6,2022-06-11,26069.00,5,
30060,5027,8,2022-06-11,20263.00,5,
30061,5028,7,2022-06-11,24995.00,5,
30062,5029,7,2022-06-11,26768.00,5,
30063,5031,3,2022-06-11,27296.00,5,
30064,5032,8,2022-06-11,25490.00,3,
30065,5033,1,2022-06-11,29583.80,5,
30066,5034,7,2022-06-11,26768.00,5,
30067,5035,6,2022-06-11,19985.00,5,
30068,5036,3,2022-06-11,20657.75,2,
30069,5037,3,2022-06-11,29934.00,5,
30070,5038,3,2022-06-11,19009.80,4,
30071,5039,6,2022-06-11,26768.00,5,
30072,5040,11,2022-06-11,28074.00,5,
30073,5041,12,2022-06-11,17995.00,5,
30074,5042,1,2022-06-11,25014.80,4,
30075,5043,11,2022-06-11,19.80,,
30076,5044,13,2022-06-11,19458.80,5,
30077,5045,7,2022-06-12,29499.85,5,
30078,5047,7,2022-06-12,26504.80,5,
30079,5048,1,2022-06-12,79.00,,
30080,5049,7,2022-06-12,28453.90,5,
30081,5050,15,2022-06-12,28713.80,3,
30082,5051,6,2022-06-12,544.00,,
30083,5052,8,2022-06-12,28694.00,5,
30084,5053,1,2022-06-12,18990.00,5,
30085,5054,12,2022-06-12,18463.80,3,
30086,5055,7,2022-06-12,39.60,,
30087,5056,3,2022-06-12,27513.00,5,
30088,5057,7,2022-06-12,17995.00,2,
30089,5058,13,2022-06-12,28473.70,5,
30090,5059,12,2022-06-12,25939.00,5,
30091,5060,6,2022-06-12,25990.00,5,
30092,5061,8,2022-06-12,27504.75,5,
30093,5062,7,2022-06-12,18444.00,4,
30094,5063,15,2022-06-12,18694.00,4,
30095,5064,15,2022-06-12,29143.00,5,
30096,5065,1,2022-06-12,544.00,,
30097,5066,6,2022-06-12,19069.00,3,
30098,5067,14,2022-06-13,19708.80,2,
30099,5068,9,2022-06-13,30138.00,1,
30100,5069,3,2022-06-13,28019.75,5,
30101,5070,7,2022-06-13,19518.00,5,
30102,5071,12,2022-06-13,18999.90,5,
30103,5073,11,2022-06-14,18523.00,5,
30104,5074,3,2022-06-14,26667.75,5,
30105,5075,14,2022-06-14,26093.75,2,
30106,5076,3,2022-06-14,30684.00,5,
30107,5077,3,2022-06-14,26504.80,5,
30108,5078,14,2022-06-14,28999.90,5,
30109,5079,14,2022-06-15,24.75,,
30110,5080,8,2022-06-15,30480.00,5,
30111,5081,11,2022-06-15,27995.00,5,
30112,5082,14,2022-06-15,20009.75,5,
30113,5083,8,2022-06-15,29.70,,
30114,5084,8,2022-06-15,30188.95,5,
30115,5085,8,2022-06-15,26689.00,5,
30116,5086,1,2022-06-16,18593.75,5,
30117,5087,1,2022-06-16,18029.65,5,
30118,5088,8,2022-06-16,29047.70,5,
30119,5089,6,2022-06-16,20792.70,5,
30120,5090,8,2022-06-16,26088.80,5,
30121,5091,1,2022-06-16,34.65,,
30122,5092,8,2022-06-16,29458.80,5,
30123,5093,8,2022-06-16,19009.80,5,
30124,5094,7,2022-06-16,19519.65,5,
30125,5095,7,2022-06-16,26014.75,5,
30126,5096,8,2022-06-16,26713.75,5,
30127,5097,11,2022-06-16,79.00,,
30128,5098,11,2022-06-17,28694.00,5,
30129,5099,9,2022-06-17,25713.80,5,
30130,5101,1,2022-06-17,18004.90,5,
30131,5102,3,2022-06-17,24.75,,
30132,5103,8,2022-06-17,28019.75,5,
30133,5104,13,2022-06-17,25713.80,5,
30134,5105,1,2022-06-17,30684.00,5,
30135,5106,3,2022-06-17,19246.80,5,
30136,5107,7,2022-06-17,19148.00,5,
30137,5108,13,2022-06-17,28728.65,5,
30138,5109,7,2022-06-17,20929.00,5,
30139,5110,9,2022-06-17,26439.00,5,
30140,5111,8,2022-06-17,27013.00,5,
30141,5112,8,2022-06-17,29.70,,
30142,5113,13,2022-06-17,4.95,,
30143,5114,3,2022-06-17,25626.75,5,
30144,5115,7,2022-06-17,18490.00,5,
30145,5116,8,2022-06-17,26448.90,5,
30146,5117,7,2022-06-17,27004.80,5,
30147,5118,14,2022-06-18,25792.80,5,
30148,5119,3,2022-06-18,19934.00,5,
30149,5120,6,2022-06-18,24995.00,2,
30150,5121,6,2022-06-18,25444.00,5,
30151,5122,1,2022-06-18,19439.00,5,
30152,5123,7,2022-06-18,19564.00,4,
30153,5124,7,2022-06-18,18718.75,5,
30154,5125,9,2022-06-18,14.85,,
30155,5126,1,2022-06-18,26689.00,5,
30156,5127,14,2022-06-18,34.65,,
30157,5128,8,2022-06-18,26518.00,5,
30158,5129,11,2022-06-18,18552.70,5,
30159,5130,6,2022-06-18,20184.00,1,
30160,5131,3,2022-06-18,27504.75,4,
30161,5132,7,2022-06-18,19069.00,5,
30162,5133,6,2022-06-18,18708.85,3,
30163,5134,8,2022-06-18,29.70,,
30164,5135,6,2022-06-18,24.75,,
30165,5136,1,2022-06-18,26768.00,5,
30166,5137,13,2022-06-18,24.75,,
30167,5138,1,2022-06-18,25694.00,5,
30168,5139,14,2022-06-18,27527.85,3,
30169,5140,13,2022-06-18,29162.80,5,
30170,5141,8,2022-06-18,28074.00,4,
30171,5142,8,2022-06-18,25792.80,4,
30172,5143,6,2022-06-18,29143.00,5,
30173,5144,8,2022-06-18,21628.00,5,
30174,5145,3,2022-06-18,27489.90,5,
30175,5146,1,2022-06-18,26485.00,5,
30176,5147,13,2022-06-18,18444.00,5,
30177,5148,6,2022-06-18,26014.75,5,
30178,5150,8,2022-06-18,26568.95,5,
30179,5151,1,2022-06-18,25246.85,5,
30180,5152,8,2022-06-19,25014.80,5,
30181,5153,8,2022-06-19,26985.00,5,
30182,5154,7,2022-06-19,19014.75,3,
30183,5155,7,2022-06-19,25990.00,4,
30184,5156,7,2022-06-19,27763.00,3,
30185,5157,12,2022-06-19,18019.75,5,
30186,5158,1,2022-06-19,25990.00,5,
30187,5159,9,2022-06-19,18444.00,5,
30188,5160,13,2022-06-19,29768.00,5,
30189,5161,6,2022-06-19,547.80,,
30190,5163,13,2022-06-19,19143.00,5,
30191,5164,6,2022-06-19,29768.00,5,
30192,5165,6,2022-06-19,29718.70,5,
30193,5166,7,2022-06-19,30731.80,5,
30194,5167,8,2022-06-19,26009.80,5,
30195,5168,8,2022-06-19,26231.90,5,
30196,5169,8,2022-06-19,27938.90,5,
30197,5170,8,2022-06-19,18994.95,3,
30198,5171,7,2022-06-19,25694.00,5,
30199,5172,9,2022-06-19,29689.00,5,
30200,5173,6,2022-06-19,19.80,,
30201,5175,14,2022-06-20,20004.80,3,
30202,5176,14,2022-06-20,27527.85,5,
30203,5177,12,2022-06-20,19468.70,5,
30204,5178,7,2022-06-20,24995.00,5,
30205,5179,12,2022-06-20,19485.00,4,
30206,5180,3,2022-06-20,26004.85,5,
30207,5181,15,2022-06-20,17995.00,5,
30208,5182,15,2022-06-20,95.00,,
30209,5183,7,2022-06-20,26458.80,1,
30210,5184,12,2022-06-20,25009.85,5,
30211,5185,12,2022-06-20,17995.00,5,
30212,5186,3,2022-06-21,26485.00,5,
30213,5187,11,2022-06-21,24995.00,4,
30214,5188,3,2022-06-21,25088.85,3,
30215,5189,11,2022-06-21,25990.00,5,
30216,5190,14,2022-06-21,623.00,,
30217,5191,14,2022-06-21,18999.90,4,
30218,5192,14,2022-06-21,29167.80,5,
30219,5193,14,2022-06-21,19069.00,3,
30220,5194,3,2022-06-21,19518.00,5,
30221,5195,11,2022-06-21,28990.00,5,
30222,5196,3,2022-06-21,14.85,,
30223,5197,14,2022-06-21,26078.90,2,
30224,5198,3,2022-06-21,25602.00,5,
30225,5199,14,2022-06-22,19.80,,
30226,5200,11,2022-06-22,28547.75,5,
30227,5202,11,2022-06-22,19157.85,5,
30228,5203,11,2022-06-22,18009.85,5,
30229,5204,8,2022-06-22,14.85,,
30230,5205,8,2022-06-22,29167.75,5,
30231,5206,8,2022-06-22,18990.00,5,
30232,5209,11,2022-06-22,19069.00,5,
30233,5210,6,2022-06-22,19009.80,5,
30234,5211,9,2022-06-23,28463.80,5,
30235,5212,11,2022-06-23,27138.00,5,
30236,5213,6,2022-06-23,24.75,,
30237,5214,6,2022-06-23,26689.00,5,
30238,5215,9,2022-06-23,18453.90,5,
30239,5216,1,2022-06-23,18093.80,5,
30240,5217,8,2022-06-23,25444.00,5,
30241,5218,11,2022-06-23,27995.00,5,
30242,5220,6,2022-06-23,25990.00,5,
30243,5221,11,2022-06-24,26024.65,5,
30244,5222,8,2022-06-24,26552.65,5,
30245,5223,7,2022-06-24,79.00,,
